Name,Short name,URL name,Tags
Griffith City Council,,griffith_city_council,NSW_council NSW
Gundagai Shire Council,,gundagai_shire_council,NSW_council defunct NSW
Gunnedah Shire Council,,gunnedah_shire_council,NSW NSW_council
Guyra Shire Council,,guyra_shire_council,NSW NSW_council
Gwydir Shire Council,,gwydir_shire_council,NSW_council NSW
Harden Shire Council,,harden_shire_council,NSW NSW_council
Hawkesbury City Council,,hawkesbury_city_council,NSW NSW_council
Hay Shire Council,,hay_shire_council,NSW NSW_council
Hills Shire Council, The,,hills_shire_council_the,NSW NSW_council
Holroyd City Council,,holroyd_city_council,NSW_council NSW
Hornsby Shire Council,,hornsby_shire_council,NSW_council NSW
Hunters Hill, The Council of the Municipality of,,hunters_hill_the_council_of_the_municipality_of,NSW NSW_council
Hurstville City Council,,hurstville_city_council,NSW NSW_council
Inverell Shire Council,,inverell_shire_council,NSW_council NSW
Jerilderie Shire Council,,jerilderie_shire_council,NSW NSW_council
Junee Shire Council,,junee_shire_council,NSW_council NSW
Kempsey Shire Council,,kempsey_shire_council,NSW NSW_council
Kiama, The Council of the Municipality of,,kiama_the_council_of_the_municipality_of,NSW NSW_council
Kogarah City Council,,kogarah_city_council,NSW_council NSW
Ku-ring-gai Council,,ku_ring_gai_council,NSW NSW_council
Kyogle Council,,kyogle_council,NSW NSW_council
Lachlan Shire Council,,lachlan_shire_council,NSW NSW_council
Lake Macquarie City Council,,lake_macquarie_city_council,NSW_council NSW
Lane Cove Municipal Council,,lane_cove_municipal_council,NSW NSW_council
Leeton Shire Council,,leeton_shire_council,NSW NSW_council
Leichhardt Municipal Council,,leichhardt_municipal_council,NSW_council NSW
Lismore City Council,,lismore_city_council,NSW NSW_council
Lithgow City Council,,lithgow_city_council,NSW_council NSW
Liverpool City Council,,liverpool_city_council,NSW NSW_council
Liverpool Plains Shire Council,,liverpool_plains_shire_council,NSW_council NSW
Lockhart Shire Council,,lockhart_shire_council,NSW NSW_council
Maitland City Council,,maitland_city_council,NSW_council NSW
Manly Council,,manly_council,defunct NSW_council NSW
Marrickville Council,,marrickville_council,NSW NSW_council
Mid-Western Regional Council,,mid_western_regional_council,NSW NSW_council
Moree Plains Shire Council,,moree_plains_shire_council,NSW NSW_council
Mosman Municipal Council,,mosman_municipal_council,NSW_council NSW
Murray Shire Council (NSW),,murray_shire_council_nsw,NSW_council NSW
Murrumbidgee Shire Council,,murrumbidgee_shire_council,NSW NSW_council
Muswellbrook Shire Council,,muswellbrook_shire_council,NSW NSW_council
Nambucca Shire Council,,nambucca_shire_council,NSW NSW_council
Narrabri Shire Council,,narrabri_shire_council,NSW NSW_council
Narrandera Shire Council,,narrandera_shire_council,NSW NSW_council
Narromine Shire Council,,narromine_shire_council,NSW NSW_council
Newcastle City Council,,newcastle_city_council,NSW_council NSW
North Sydney Council,,north_sydney_council,NSW NSW_council
Oberon Council,,oberon_council,NSW NSW_council
Orange City Council,,orange_city_council,NSW_council NSW
Palerang Council,,palerang_council,NSW_council NSW
Parkes Shire Council,,parkes_shire_council,NSW NSW_council
Parramatta City Council,,parramatta_city_council,NSW NSW_council
Penrith City Council,,penrith_city_council,NSW NSW_council
Pittwater Council,,pittwater_council,NSW_council NSW defunct
Port Macquarie-Hastings Council,,port_macquarie_hastings_council,NSW_council NSW
Port Stephens Council,,port_stephens_council,NSW NSW_council
Queanbeyan City Council,,queanbeyan_city_council,NSW NSW_council
Randwick City Council,,randwick_city_council,NSW_council NSW
Richmond Valley Council,,richmond_valley_council,NSW NSW_council
Rockdale City Council,,rockdale_city_council,NSW NSW_council
City of Ryde,,city_of_ryde,NSW_council NSW
Shellharbour City Council,,shellharbour_city_council,NSW NSW_council
Shoalhaven City Council,,shoalhaven_city_council,NSW_council NSW
Singleton Council,,singleton_council,NSW NSW_council
Snowy River Shire Council,,snowy_river_shire_council,NSW NSW_council
Strathfield Municipal Council,,strathfield_municipal_council,NSW_council NSW
Sutherland Shire Council,,sutherland_shire_council,NSW NSW_council
City of Sydney,,city_of_sydney,NSW_council NSW
Tamworth Regional Council,,tamworth_regional_council,NSW NSW_council
Temora Shire Council,,temora_shire_council,NSW NSW_council
Tenterfield Shire Council,,tenterfield_shire_council,NSW NSW_council
Tumbarumba Shire Council,,tumbarumba_shire_council,NSW_council NSW
Tumut Shire Council,,tumut_shire_council,NSW NSW_council
Tweed Shire Council,,tweed_shire_council,NSW NSW_council
Upper Hunter Shire Council,,upper_hunter_shire_council,NSW NSW_council
Upper Lachlan Shire Council,,upper_lachlan_shire_council,NSW_council NSW
Uralla Shire Council,,uralla_shire_council,NSW NSW_council
Urana Shire Council,,urana_shire_council,NSW NSW_council
Wagga Wagga City Council,,wagga_wagga_city_council,NSW_council NSW
Wakool, The Council of the Shire of,,wakool_the_council_of_the_shire_of,NSW NSW_council
Walcha Council,,walcha_council,NSW NSW_council
Walgett Shire Council,,walgett_shire_council,NSW NSW_council
Warren Shire Council,,warren_shire_council,NSW_council NSW
Warringah Council,,warringah_council,NSW NSW_council defunct
Warrumbungle Shire Council,,warrumbungle_shire_council,NSW NSW_council
Waverley Council,,waverley_council,NSW NSW_council
Weddin Shire Council,,weddin_shire_council,NSW_council NSW
Wellington Council,,wellington_council,NSW NSW_council
Wentworth Shire Council,,wentworth_shire_council,NSW NSW_council
Willoughby City Council,,willoughby_city_council,NSW NSW_council
Wingecarribee Shire Council,,wingecarribee_shire_council,NSW_council NSW
Wollondilly Shire Council,,wollondilly_shire_council,NSW NSW_council
Wollongong City Council,,wollongong_city_council,NSW NSW_council
Woollahra Municipal Council,,woollahra_municipal_council,NSW_council NSW
Wyong Shire Council,,wyong_shire_council,NSW NSW_council
Yass Valley Council,,yass_valley_council,NSW NSW_council
Young Shire Council,,young_shire_council,NSW NSW_council
Castlereagh-Macquarie County Council,,castlereagh_macquarie_county_council,NSW_council NSW weed_control
Central Murray County Council,,central_murray_county_council,NSW NSW_council weed_control
Central Tablelands County Council,,central_tablelands_county_council,NSW_council NSW weed_control
Far North Coast County Council,,far_north_coast_county_council,NSW NSW_council weed_control
Goldenfields Water County Council,,goldenfields_water_county_council,NSW_council NSW weed_control
Hawkesbury River County Council,,hawkesbury_river_county_council,NSW NSW_council weed_control
MidCoast County Council,,midcoast_county_council,weed_control NSW NSW_council
New England Tablelands (Noxious Plants) County Council,,new_england_tablelands_noxious_plants_county_council,NSW NSW_council weed_control
Richmond River County Council,,richmond_river_county_council,NSW NSW_council weed_control
Riverina Water County Council,,riverina_water_county_council,NSW_council NSW weed_control
Rous County Council,,rous_county_council,NSW NSW_council weed_control
Southern Slopes County Council,,southern_slopes_county_council,NSW_council NSW weed_control
Upper Hunter County Council,,upper_hunter_county_council,NSW NSW_council weed_control
Upper Macquarie County Council,,upper_macquarie_county_council,weed_control NSW NSW_council
Border Regional Organisation of Councils (BROC),,border_regional_organisation_of_councils_broc,NSW NSW_council organisation_of_councils
Central Coast Regional Organisation of Councils (CCROC),,central_coast_regional_organisation_of_councils_ccroc,organisation_of_councils NSW NSW_council
Central NSW Councils (CENTROC),,central_nsw_councils_centroc,NSW NSW_council organisation_of_councils
Hunter Councils Group,,hunter_councils_group,NSW NSW_council organisation_of_councils
Macarthur Regional Organisation of Councils (MACROC),,macarthur_regional_organisation_of_councils_macroc,organisation_of_councils NSW NSW_council
Mid North Coast Regional Organisation of Councils (MIDROC),,mid_north_coast_regional_organisation_of_councils_midroc,NSW NSW_council organisation_of_councils
Namoi Regional Organisation of Councils (NamoiROC),,namoi_regional_organisation_of_councils_namoiroc,NSW NSW_council organisation_of_councils
Northern Rivers Regional Organisation of Councils (NOROC),,northern_rivers_regional_organisation_of_councils_noroc,NSW_council NSW organisation_of_councils
Northern Sydney Regional Organisation of Councils (NSROC),,northern_sydney_regional_organisation_of_councils_nsroc,NSW NSW_council organisation_of_councils
Orana Regional Organisation of Councils (OROC),,orana_regional_organisation_of_councils_oroc,organisation_of_councils NSW NSW_council
Riverina and Murray Regional Organisation of Councils (RAMROC),,riverina_and_murray_regional_organisation_of_councils_ramroc,NSW NSW_council organisation_of_councils
Riverina Eastern Regional Organisation of Councils (REROC),,riverina_eastern_regional_organisation_of_councils_reroc,NSW NSW_council organisation_of_councils
Shore Regional Organisation of Councils (SHOROC),,shore_regional_organisation_of_councils_shoroc,NSW_council NSW organisation_of_councils
South East Regional Organisation of Councils (SEROC),,south_east_regional_organisation_of_councils_seroc,NSW NSW_council organisation_of_councils
Southern Councils Group,,southern_councils_group,organisation_of_councils NSW NSW_council
Southern Sydney Regional Organisation of Councils (SSROC),,southern_sydney_regional_organisation_of_councils_ssroc,NSW NSW_council organisation_of_councils
Sydney Coastal Councils Group Inc,,sydney_coastal_councils_group_inc,NSW NSW_council organisation_of_councils
Western Sydney Regional Organisation of Councils (WSROC),,western_sydney_regional_organisation_of_councils_wsroc,organisation_of_councils NSW NSW_council
Australian Local Government Association,ALGA,alga,NSW NSW_council organisation_of_councils
Australian Local Government Women's Association Inc (NSW Branch),,australian_local_government_womens_association_inc_nsw_branch,organisation_of_councils NSW_council NSW
Local Government NSW,,local_government_nsw,NSW NSW_council organisation_of_councils
NSW Aboriginal Affairs,,nsw_aboriginal_affairs,NSW NSW_state
Aboriginal Education Consultative Group Incorporated (NSW),,aboriginal_education_consultative_group_incorporated_nsw,WA police NSW_state NSW
NSW Aboriginal Housing Office,,nsw_aboriginal_housing_office,NSW_state NSW
NSW Aboriginal Land Council,,nsw_aboriginal_land_council,NSW NSW_state
NSW Office of the Aboriginal Land Rights Act 1983,,nsw_office_of_the_aboriginal_land_rights_act_1983,NSW NSW_state
NSW Administrative Decisions Tribunal,,nsw_administrative_decisions_tribunal,NSW NSW_state
NSW Adult Migrant English Service,,nsw_adult_migrant_english_service,NSW_state NSW
NSW Ageing, Disability and Home Care,,nsw_ageing_disability_and_home_care,NSW_state NSW
NSW Agricultural Scientific Collections Trust,,nsw_agricultural_scientific_collections_trust,NSW NSW_state
Ambulance Service of NSW,,ambulance_service_of_nsw,NSW NSW_state
NSW Anti-Discrimination Board,,nsw_anti_discrimination_board,NSW_state NSW
Art Gallery of NSW,AGNSW,agnsw,NSW NSW_state
